datetime,temperature,humidity,pressure,wind_speed,wind_direction,precipitation,cloud_cover,uv_index,visibility,latitude,longitude,elevation,month,hour,day_of_week
2020-01-03 23:00:00,19.97,67.19,1024.2,3.06,78.7,0.0,55.18,0.0,23.64,46.7885,-89.1978,5.28,1,23,4
2020-01-04 00:00:00,23.71,72.07,1032.66,0.56,137.81,0.0,57.13,0.0,26.33,34.4431,-55.8815,28.29,1,0,5
2020-01-04 01:00:00,17.7,83.17,998.93,4.64,231.85,0.0,46.74,0.0,21.23,51.3585,-72.8099,131.76,1,1,5
2020-01-04 02:00:00,18.38,88.1,1027.59,1.78,199.79,0.0,76.93,0.0,21.61,43.4286,-86.7735,247.09,1,2,5
2020-01-04 03:00:00,18.84,74.8,1031.84,9.82,163.69,0.0,38.76,0.0,23.52,30.288,-61.2267,129.01,1,3,5
2020-01-04 04:00:00,17.97,73.23,1036.43,2.6,176.79,0.0,62.59,0.0,24.46,41.5356,-63.3512,279.8,1,4,5
2020-01-04 05:00:00,23.41,66.44,1006.9,5.78,12.66,0.0,27.92,0.0,19.84,31.9865,-66.0694,11.71,1,5,5
2020-01-04 06:00:00,17.0,69.22,999.3,1.22,112.72,8.8,100.0,0.0,3.06,30.007,-67.1798,299.5,1,6,5
2020-01-04 07:00:00,25.28,69.64,1013.44,5.9,196.69,0.0,58.21,0.87,24.02,43.6045,-49.453,26.22,1,7,5
2020-01-04 08:00:00,21.98,68.43,1022.33,3.44,116.65,0.0,49.14,2.03,20.81,48.6719,-63.5207,16.71,1,8,5
2020-01-04 09:00:00,22.91,80.0,1016.85,5.91,61.34,0.0,54.81,2.56,21.22,43.5715,-70.6614,106.49,1,9,5
2020-01-04 10:00:00,22.81,74.8,987.4,3.04,75.58,0.0,47.23,3.66,22.5,47.6604,-84.6143,7.92,1,10,5
2020-01-04 11:00:00,25.81,83.23,1051.34,10.34,118.4,0.0,76.82,1.79,25.37,46.5521,-77.5989,159.67,1,11,5
2020-01-04 12:00:00,28.83,73.15,1019.33,10.8,192.9,0.0,73.65,2.11,25.75,34.2209,-69.2004,212.75,1,12,5
2020-01-04 13:00:00,25.36,73.18,1031.16,2.69,101.24,0.0,58.97,3.17,25.24,42.6238,-73.5416,99.92,1,13,5
2020-01-04 14:00:00,27.62,56.4,1035.3,2.45,163.84,0.0,53.19,3.24,24.46,52.8026,-88.4209,268.87,1,14,5
2020-01-04 15:00:00,23.23,75.36,1028.79,2.28,90.69,0.0,78.21,1.23,19.42,35.1236,-70.2339,141.99,1,15,5
2020-01-04 16:00:00,23.14,53.14,1023.49,4.92,218.82,0.0,24.06,3.04,24.33,47.1992,-64.1329,24.94,1,16,5
2020-01-04 17:00:00,23.06,67.91,993.12,17.06,208.55,0.0,64.08,0.74,23.01,59.1792,-84.7068,50.68,1,17,5
2020-01-04 18:00:00,23.72,70.95,1001.47,2.16,118.64,0.0,71.02,0.0,22.22,45.7678,-74.2952,20.52,1,18,5
2020-01-04 19:00:00,20.77,79.96,1020.5,9.15,188.6,0.0,66.91,0.0,23.42,39.8154,-59.6048,12.48,1,19,5
2020-01-04 20:00:00,19.66,68.7,991.4,5.35,146.03,1.74,85.01,0.0,18.34,36.251,-92.9014,1.17,1,20,5
2020-01-04 21:00:00,16.98,71.54,1048.68,3.66,138.77,0.0,62.81,0.0,23.8,40.471,-79.716,11.09,1,21,5
2020-01-04 22:00:00,16.69,67.06,1033.97,5.98,224.88,0.0,56.78,0.0,19.21,38.241,-80.8258,3.38,1,22,5
2020-01-04 23:00:00,15.66,72.15,1014.18,7.66,112.33,0.0,50.32,0.0,21.9,43.4679,-81.9915,122.58,1,23,5
2020-01-05 00:00:00,16.47,72.36,1021.55,7.99,203.61,0.0,73.63,0.0,21.69,53.8867,-72.03,60.21,1,0,6
2020-01-05 01:00:00,17.66,99.69,1005.37,1.95,196.19,0.0,64.28,0.0,18.97,46.8997,-62.7128,68.95,1,1,6
2020-01-05 02:00:00,22.14,78.65,1011.32,2.64,194.97,0.0,59.06,0.0,18.8,44.705,-67.534,135.75,1,2,6
2020-01-05 03:00:00,12.16,73.26,987.16,7.87,311.58,0.0,34.11,0.0,21.53,48.7178,-72.2133,23.66,1,3,6
2020-01-05 04:00:00,23.22,87.23,1001.05,7.58,218.75,0.0,61.53,0.0,19.93,40.4573,-62.2787,28.4,1,4,6
2020-01-05 05:00:00,19.52,87.0,976.76,5.64,212.37,0.0,75.22,0.0,21.13,48.7857,-86.4637,39.33,1,5,6
2020-01-05 06:00:00,19.89,79.56,1009.43,2.35,229.84,0.0,64.8,0.0,19.48,50.6755,-78.9436,56.37,1,6,6
2020-01-05 07:00:00,24.53,58.46,997.41,1.76,235.04,0.0,59.47,0.84,26.6,52.8579,-74.9012,163.82,1,7,6
2020-01-05 08:00:00,26.88,72.88,1005.96,2.26,194.2,0.0,69.22,1.23,22.82,48.0392,-74.8132,38.0,1,8,6
2020-01-05 09:00:00,23.06,73.65,1011.8,10.64,234.87,0.0,27.4,4.11,28.51,32.0015,-69.9721,3.04,1,9,6
2020-01-05 10:00:00,28.94,58.45,1018.78,17.87,145.77,0.0,37.4,4.34,27.98,38.806,-71.8317,117.97,1,10,6
2020-01-05 11:00:00,26.03,91.21,1023.9,4.4,228.2,5.35,100.0,0.0,12.56,47.1001,-85.436,50.07,1,11,6
2020-01-05 12:00:00,23.97,75.79,1024.42,7.63,194.86,0.0,69.1,2.47,23.13,23.8649,-83.3432,110.14,1,12,6
2020-01-05 13:00:00,27.91,76.68,1004.76,8.34,292.29,0.0,58.75,3.19,22.36,29.75,-88.4065,50.45,1,13,6
2020-01-05 14:00:00,22.96,89.16,985.83,1.99,190.77,0.0,73.87,1.81,19.68,51.6094,-58.6662,62.27,1,14,6
2020-01-05 15:00:00,27.77,66.54,971.53,0.0,345.17,0.0,32.39,3.82,20.06,50.9385,-49.6085,93.63,1,15,6
2020-01-05 16:00:00,25.83,77.09,1005.13,12.4,229.51,0.0,58.84,1.65,23.4,40.3759,-83.5095,29.68,1,16,6
2020-01-05 17:00:00,19.62,65.27,1011.53,1.02,287.32,0.0,37.37,1.3,25.35,30.8879,-76.2523,19.99,1,17,6
2020-01-05 18:00:00,18.38,82.81,1036.44,0.0,214.55,0.0,87.21,0.0,21.57,34.9232,-73.3691,100.28,1,18,6
2020-01-05 19:00:00,20.36,81.14,1009.4,0.15,200.7,0.0,43.88,0.0,25.38,28.2742,-80.9351,151.65,1,19,6
2020-01-05 20:00:00,21.2,69.44,1035.89,0.0,145.31,0.0,88.89,0.0,20.58,45.9564,-81.3551,198.63,1,20,6
2020-01-05 21:00:00,17.2,76.94,1009.19,3.26,182.66,0.0,53.19,0.0,19.57,39.83,-48.2089,440.51,1,21,6
2020-01-05 22:00:00,18.2,69.72,986.94,4.79,72.98,0.0,60.31,0.0,21.96,24.4823,-68.3725,8.28,1,22,6
2020-01-05 23:00:00,14.71,70.08,998.68,0.0,110.48,0.0,59.57,0.0,19.88,44.0216,-65.6707,76.13,1,23,6
2020-01-06 00:00:00,13.03,69.24,1018.8,4.83,296.79,0.0,56.84,0.0,21.71,30.8059,-67.7119,76.75,1,0,0
2020-01-06 01:00:00,16.38,69.86,997.3,3.65,250.25,0.0,39.5,0.0,22.38,52.8438,-72.5888,73.6,1,1,0
2020-01-06 02:00:00,14.97,82.28,1000.39,6.87,193.94,0.0,49.76,0.0,19.99,33.6699,-76.3948,276.4,1,2,0
2020-01-06 03:00:00,12.5,87.08,991.73,2.66,39.35,0.0,69.57,0.0,22.97,41.5311,-74.9949,47.9,1,3,0
2020-01-06 04:00:00,20.75,81.4,1000.66,0.61,150.82,0.0,49.57,0.0,24.49,41.2182,-72.301,172.87,1,4,0
2020-01-06 05:00:00,20.18,84.04,1029.11,0.0,195.21,0.0,51.25,0.0,20.99,34.6177,-75.8757,2.62,1,5,0
2020-01-06 06:00:00,23.07,74.08,981.21,1.53,120.0,0.0,63.52,0.0,21.0,46.1139,-86.831,105.04,1,6,0
2020-01-06 07:00:00,22.2,89.15,1010.48,18.58,135.97,0.0,62.12,0.78,20.48,36.831,-72.3018,71.22,1,7,0
2020-01-06 08:00:00,19.44,85.57,1015.76,0.81,291.34,0.0,66.53,1.34,23.42,35.6417,-85.7164,53.47,1,8,0
2020-01-06 09:00:00,26.71,78.23,999.63,0.0,356.82,0.0,54.39,2.58,22.96,25.9237,-72.1724,1.22,1,9,0
2020-01-06 10:00:00,22.89,73.38,978.9,7.42,274.66,1.34,65.45,2.39,18.21,38.9833,-56.8889,47.14,1,10,0
2020-01-06 11:00:00,23.75,50.24,1012.61,13.73,162.68,0.0,57.32,3.3,22.73,24.7214,-78.0732,183.8,1,11,0
2020-01-06 12:00:00,33.02,59.53,1019.51,3.33,167.96,0.0,48.1,4.15,22.54,45.3125,-80.7832,71.79,1,12,0
2020-01-06 13:00:00,25.69,72.35,1011.97,0.0,122.97,0.0,45.84,4.18,25.36,30.9036,-87.2852,149.01,1,13,0
2020-01-06 14:00:00,22.73,79.18,1026.26,0.01,194.16,0.17,74.16,1.79,24.36,28.1869,-79.0306,12.94,1,14,0
2020-01-06 15:00:00,29.07,74.31,1015.37,0.0,282.18,0.0,49.8,2.84,24.42,41.2829,-71.3201,87.33,1,15,0
2020-01-06 16:00:00,26.28,76.91,995.79,0.78,175.57,0.0,52.6,1.9,19.75,23.3355,-93.4848,94.92,1,16,0
2020-01-06 17:00:00,22.18,71.49,1013.28,0.54,205.14,0.0,54.69,0.94,23.42,38.2259,-57.9325,184.52,1,17,0
2020-01-06 18:00:00,24.21,79.98,993.16,2.94,188.96,0.0,62.56,0.0,21.83,48.8397,-68.2269,24.02,1,18,0
2020-01-06 19:00:00,23.97,73.04,1013.46,3.62,263.87,0.0,66.91,0.0,19.17,48.2462,-70.1944,101.14,1,19,0
2020-01-06 20:00:00,17.18,83.04,1005.16,0.73,163.82,0.0,85.75,0.0,20.85,43.3194,-88.0111,132.08,1,20,0
2020-01-06 21:00:00,14.42,84.91,1026.97,3.52,131.93,2.86,74.8,0.0,13.57,36.1709,-82.2094,209.27,1,21,0
2020-01-06 22:00:00,22.4,70.09,1012.49,2.14,228.19,0.0,33.18,0.0,25.52,35.1942,-48.424,102.81,1,22,0
2020-01-06 23:00:00,17.1,71.44,1037.15,4.45,289.28,0.0,47.78,0.0,24.51,40.6424,-60.8819,8.02,1,23,0
2020-01-07 00:00:00,16.29,74.43,1019.79,7.77,237.32,0.0,42.42,0.0,22.17,33.5446,-92.6714,9.28,1,0,1
2020-01-07 01:00:00,18.41,63.62,1012.31,2.91,218.52,0.0,45.65,0.0,24.16,52.1869,-77.0482,48.42,1,1,1
2020-01-07 02:00:00,23.13,88.93,1002.25,2.38,120.59,0.05,63.72,0.0,22.55,21.7532,-72.303,282.48,1,2,1
2020-01-07 03:00:00,16.87,62.56,1017.42,3.58,159.52,0.0,49.63,0.0,27.29,57.3254,-78.577,145.04,1,3,1
2020-01-07 04:00:00,20.37,64.73,1015.78,6.03,160.59,0.0,37.14,0.0,21.74,44.263,-76.2171,28.71,1,4,1
2020-01-07 05:00:00,23.25,65.37,1032.38,1.18,182.0,0.0,15.93,0.0,25.23,48.0812,-76.8193,2.21,1,5,1
2020-01-07 06:00:00,22.54,74.84,1020.67,1.27,207.02,0.0,73.14,0.0,20.68,29.6088,-68.3354,83.32,1,6,1
2020-01-07 07:00:00,24.5,72.05,986.05,1.75,273.68,0.0,46.62,1.11,21.17,42.7185,-62.5196,74.11,1,7,1
2020-01-07 08:00:00,23.42,74.79,1016.13,1.71,314.67,0.0,40.84,2.37,22.4,36.229,-53.9059,53.06,1,8,1
2020-01-07 09:00:00,27.19,90.82,1010.9,9.62,164.04,0.0,62.97,2.09,19.32,35.8854,-83.5393,141.37,1,9,1
2020-01-07 10:00:00,21.79,75.52,1005.34,4.53,239.66,0.0,59.5,2.81,20.98,41.5463,-65.1932,68.88,1,10,1
2020-01-07 11:00:00,27.53,62.46,1004.52,9.11,278.65,0.0,51.67,3.73,20.88,49.9051,-80.6874,86.18,1,11,1
2020-01-07 12:00:00,30.37,73.07,1022.56,5.54,198.49,0.0,73.2,2.14,24.01,49.0509,-78.2836,236.6,1,12,1
2020-01-07 13:00:00,25.63,67.46,996.92,4.71,235.16,0.0,54.33,3.53,26.08,39.9164,-69.4823,414.21,1,13,1
2020-01-07 14:00:00,29.58,82.66,993.59,1.94,193.66,0.0,93.02,0.48,22.18,32.6591,-68.0416,195.32,1,14,1
2020-01-07 15:00:00,25.84,84.5,996.5,5.12,276.11,0.0,35.77,3.63,20.33,53.6827,-74.2347,40.83,1,15,1
2020-01-07 16:00:00,25.94,62.85,1003.3,4.11,181.34,0.0,61.73,1.53,26.23,25.5283,-61.5675,184.17,1,16,1
2020-01-07 17:00:00,24.31,72.31,998.4,7.63,223.26,0.0,50.88,1.02,23.17,43.5457,-76.595,25.77,1,17,1
2020-01-07 18:00:00,20.27,83.56,1032.78,5.59,261.97,0.0,82.27,0.0,19.01,47.9489,-67.3314,109.36,1,18,1
2020-01-07 19:00:00,21.74,72.2,1022.41,2.58,312.26,0.0,74.36,0.0,22.54,18.9861,-65.5318,376.36,1,19,1
2020-01-07 20:00:00,18.74,67.58,1009.18,11.74,220.3,0.0,57.01,0.0,23.88,49.5994,-79.2736,33.06,1,20,1
2020-01-07 21:00:00,19.37,94.89,1009.34,1.99,170.52,0.0,87.91,0.0,17.28,30.176,-84.684,135.94,1,21,1
2020-01-07 22:00:00,18.76,85.99,1026.41,2.9,200.63,0.0,79.8,0.0,20.1,41.544,-78.677,538.99,1,22,1
2020-01-07 23:00:00,17.18,89.87,999.15,2.31,198.22,0.0,86.53,0.0,22.01,42.6086,-63.9955,72.87,1,23,1
2020-01-08 00:00:00,11.63,75.82,1035.36,6.34,158.88,0.0,92.23,0.0,20.19,52.9308,-56.5102,121.28,1,0,2
2020-01-08 01:00:00,17.45,62.02,1009.75,4.98,125.49,0.0,51.46,0.0,24.9,41.1488,-57.0555,100.54,1,1,2
2020-01-08 02:00:00,17.41,76.23,1007.03,1.77,39.77,0.0,57.68,0.0,18.24,45.2331,-86.4066,32.95,1,2,2
2020-01-08 03:00:00,18.77,62.41,1009.17,9.53,123.39,0.0,21.8,0.0,23.99,39.1115,-67.2926,9.11,1,3,2
2020-01-08 04:00:00,16.9,81.17,1015.55,11.65,35.27,0.0,58.95,0.0,20.58,26.9358,-92.5859,52.94,1,4,2
2020-01-08 05:00:00,21.57,79.84,990.46,9.83,215.44,0.0,56.62,0.0,22.31,56.835,-65.0376,12.16,1,5,2
2020-01-08 06:00:00,19.56,54.26,1001.04,3.71,140.37,0.0,51.09,0.0,24.24,52.9769,-62.435,44.93,1,6,2
2020-01-08 07:00:00,23.06,73.74,1025.17,5.59,170.19,0.0,49.81,1.04,23.35,29.2755,-72.9204,1.18,1,7,2
2020-01-08 08:00:00,19.47,69.97,1054.9,0.91,124.88,0.0,26.59,2.94,24.47,49.2674,-61.1328,186.82,1,8,2
2020-01-08 09:00:00,23.65,90.83,997.0,2.35,207.43,0.0,93.55,0.36,20.42,43.5997,-71.4028,248.45,1,9,2
2020-01-08 10:00:00,20.93,68.32,987.54,4.94,221.3,0.0,39.86,4.17,26.13,38.1803,-86.1506,15.38,1,10,2
2020-01-08 11:00:00,25.96,79.03,1034.9,2.26,234.0,0.0,37.97,4.79,20.49,50.3613,-57.8502,45.35,1,11,2
2020-01-08 12:00:00,32.73,61.19,1014.73,0.14,81.2,0.0,47.42,4.21,24.7,29.7313,-77.6241,2.36,1,12,2
2020-01-08 13:00:00,26.11,87.1,1024.0,0.44,132.53,0.0,80.13,1.54,20.62,52.444,-70.3096,413.6,1,13,2
2020-01-08 14:00:00,21.77,59.72,1023.68,0.49,28.68,0.0,71.37,1.98,24.53,38.5212,-61.7288,36.0,1,14,2
2020-01-08 15:00:00,23.23,67.21,1013.39,1.06,123.96,0.0,24.08,4.29,24.78,29.9854,-71.6135,58.71,1,15,2
2020-01-08 16:00:00,23.94,96.19,1020.44,3.53,207.99,0.0,70.23,1.19,17.83,40.4114,-79.6831,78.31,1,16,2
2020-01-08 17:00:00,24.11,77.39,1032.51,0.0,162.08,0.0,65.95,0.71,21.57,46.9285,-77.7021,288.32,1,17,2
2020-01-08 18:00:00,21.68,62.93,1016.17,8.96,182.22,0.0,28.62,0.0,22.02,47.1107,-81.2587,48.86,1,18,2
2020-01-08 19:00:00,14.36,100.0,1032.35,18.6,175.13,0.0,87.82,0.0,21.29,46.2688,-73.1102,22.37,1,19,2
2020-01-08 20:00:00,23.06,71.51,1014.62,2.29,225.21,0.0,86.56,0.0,22.37,50.2324,-62.9944,14.44,1,20,2
2020-01-08 21:00:00,15.61,65.72,1007.38,0.0,220.26,0.0,66.87,0.0,24.45,47.9638,-68.8442,134.89,1,21,2
2020-01-08 22:00:00,18.99,70.87,1027.37,5.73,243.18,0.0,45.19,0.0,23.34,32.5104,-74.2463,52.35,1,22,2
2020-01-08 23:00:00,15.2,78.39,1005.15,6.62,157.61,0.0,34.31,0.0,22.59,40.7249,-82.1769,158.24,1,23,2
2020-01-09 00:00:00,16.78,79.4,1014.74,0.02,137.43,0.0,76.62,0.0,20.8,39.1636,-66.9986,236.56,1,0,3
2020-01-09 01:00:00,16.69,58.61,1026.8,17.5,109.56,0.0,67.3,0.0,21.52,10.5177,-72.1675,88.16,1,1,3
2020-01-09 02:00:00,16.04,81.06,1000.8,4.38,234.7,0.0,68.4,0.0,24.63,29.1565,-73.3533,149.32,1,2,3
2020-01-09 03:00:00,18.7,59.35,1007.06,3.03,166.92,0.0,35.14,0.0,26.31,40.7149,-74.099,4.8,1,3,3
